instrument_token,tradingsymbol,name,exchange,instrument_type,segment,lot_size,tick_size
153345,645MH27-SG,""SDL MH 6.45% 2027"",NSE,EQ,NSE,1,0.05
5746945,645ML30-SG,""SDL ML 6.45% 2030"",NSE,EQ,NSE,1,0.05
5709057,645MN30-SG,""SDL MN 6.45% 2030"",NSE,EQ,NSE,1,0.05
530177,645RJ27-SG,""SDL RJ 6.45% 2027"",NSE,EQ,NSE,1,0.05
2020865,645RJ27A-SG,""SDL RJ 6.45% 2027"",NSE,EQ,NSE,1,0.05
218881,645RJ30-SG,""SDL RJ 6.45% 2030"",NSE,EQ,NSE,1,0.05
251393,646GJ30-SG,""SDL GJ 6.46% 2030"",NSE,EQ,NSE,1,0.05
5709569,646JK30-SG,""SDL JK 6.46% 2030"",NSE,EQ,NSE,1,0.05
5719041,646RJ30-SG,""SDL RJ 6.46% 2030"",NSE,EQ,NSE,1,0.05
5747201,646RJ30A-SG,""SDL RJ 6.46% 2030"",NSE,EQ,NSE,1,0.05
5700865,646WB30-SG,""SDL WB 6.46% 2030"",NSE,EQ,NSE,1,0.05
5484033,647GJ30-SG,""SDL GJ 6.47% 2030"",NSE,EQ,NSE,1,0.05
194091265,647IRFC28-N0,"",NSE,EQ,NSE,1,0.05
276481,647KA30-SG,""SDL KA 6.47% 2030"",NSE,EQ,NSE,1,0.05
197889,647MH28-SG,""SDL MH 6.47% 2028"",NSE,EQ,NSE,1,0.05
5356033,648AP27-SG,""SDL AP 6.48% 2027"",NSE,EQ,NSE,1,0.05
5385985,648AP32-SG,""SDL AP 6.48% 2032"",NSE,EQ,NSE,1,0.05
252161,648AS30-SG,""SDL AS 6.48% 2030"",NSE,EQ,NSE,1,0.05
5708545,648HR40-SG,""SDL HR 6.48% 2040"",NSE,EQ,NSE,1,0.05
5717761,648KA30-SG,""SDL KA 6.48% 2030"",NSE,EQ,NSE,1,0.05
220417,648KA31-SG,""SDL KA 6.48% 2031"",NSE,EQ,NSE,1,0.05
252929,648MZ30-SG,""SDL MZ 6.48% 2030"",NSE,EQ,NSE,1,0.05
2129665,648RJ27-SG,""SDL RJ 6.48% 2027"",NSE,EQ,NSE,1,0.05
5699585,649AP33-SG,""SDL AP 6.49% 2033"",NSE,EQ,NSE,1,0.05
349185,649GJ29-SG,""SDL GJ 6.49% 2029"",NSE,EQ,NSE,1,0.05
5475841,649KA30-SG,""SDL KA 6.49% 2030"",NSE,EQ,NSE,1,0.05
296449,649KA30A-SG,""SDL KA 6.49% 2030"",NSE,EQ,NSE,1,0.05
5718017,649KA31-SG,""SDL KA 6.49% 2031"",NSE,EQ,NSE,1,0.05
5719809,649MH31-SG,""SDL MH 6.49% 2031"",NSE,EQ,NSE,1,0.05
5643009,649RJ30-SG,""SDL RJ 6.49% 2030"",NSE,EQ,NSE,1,0.05
5666817,649TN50-SG,""SDL TN 6.49% 2050"",NSE,EQ,NSE,1,0.05
5699329,649TS50-SG,""SDL TS 6.49% 2050"",NSE,EQ,NSE,1,0.05
348673,64AP28-SG,""SDL AP 6.4% 2028"",NSE,EQ,NSE,1,0.05
5707777,64GJ30-SG,""SDL GJ 6.4% 2030"",NSE,EQ,NSE,1,0.05
216577,64GJ30A-SG,""SDL GJ 6.4% 2030"",NSE,EQ,NSE,1,0.05
5699841,64KA30-SG,""SDL KA 6.4% 2030"",NSE,EQ,NSE,1,0.05
5747713,64KA30A-SG,""SDL KA 6.4% 2030"",NSE,EQ,NSE,1,0.05
215809,64KA30B-SG,""SDL KA 6.4% 2030"",NSE,EQ,NSE,1,0.05
248833,64KA30C-SG,""SDL KA 6.4% 2030"",NSE,EQ,NSE,1,0.05
5700097,64KA31-SG,""SDL KA 6.4% 2031"",NSE,EQ,NSE,1,0.05
249089,64MH30-SG,""SDL MH 6.4% 2030"",NSE,EQ,NSE,1,0.05
193796865,651GJ33-SG,""SDL GJ 6.51% 2033"",NSE,EQ,NSE,1,0.05
215041,651HP30-SG,""SDL HP 6.51% 2030"",NSE,EQ,NSE,1,0.05
194049,651KA30-SG,""SDL KA 6.51% 2030"",NSE,EQ,NSE,1,0.05
422401,651KA30B-SG,""SDL KA 6.51% 2030"",NSE,EQ,NSE,1,0.05
442113,651KA30C-SG,""SDL KA 6.51% 2030"",NSE,EQ,NSE,1,0.05
5483265,651KA31-SG,""SDL KA 6.51% 2031"",NSE,EQ,NSE,1,0.05
193742849,651UP32-SG,""SDL UP 6.51% 2032"",NSE,EQ,NSE,1,0.05
389633,652KA30-SG,""SDL KA 6.52% 2030"",NSE,EQ,NSE,1,0.05
316417,652MH30-SG,""SDL MH 6.52% 2030"",NSE,EQ,NSE,1,0.05
5634305,652ML30-SG,""SDL ML 6.52% 2030"",NSE,EQ,NSE,1,0.05
5618945,652MP35-SG,""SDL MP 6.52% 2035"",NSE,EQ,NSE,1,0.05
5630209,652NL30-SG,""SDL NL 6.52% 2030"",NSE,EQ,NSE,1,0.05
254465,652PY30-SG,""SDL PY 6.52% 2030"",NSE,EQ,NSE,1,0.05
194026753,652RL28-N0,"",NSE,EQ,NSE,1,0.05
5709825,652TS50-SG,""SDL TS 6.52% 2050"",NSE,EQ,NSE,1,0.05
1451777,653CG28-SG,""SDL CG 6.53% 2028"",NSE,EQ,NSE,1,0.05
311041,653HP29-SG,""SDL HP 6.53% 2029"",NSE,EQ,NSE,1,0.05
349441,653KA30-SG,""SDL KA 6.53% 2030"",NSE,EQ,NSE,1,0.05
470785,653TN31-SG,""SDL TN 6.53% 2031"",NSE,EQ,NSE,1,0.05
5356289,654AP30-SG,""SDL AP 6.54% 2030"",NSE,EQ,NSE,1,0.05
296193,654AR30-SG,""SDL AR 6.54% 2030"",NSE,EQ,NSE,1,0.05
5355777,654GA30-SG,""SDL GA 6.54% 2030"",NSE,EQ,NSE,1,0.05
388097,654GA30A-SG,""SDL GA 6.54% 2030"",NSE,EQ,NSE,1,0.05
5431297,654GJ30-SG,""SDL GJ 6.54% 2030"",NSE,EQ,NSE,1,0.05
2007809,654GS2032-GS,""GOI LOAN  6.54% 2032"",NSE,EQ,NSE,1,0.05
371969,654KA30-SG,""SDL KA 6.54% 2030"",NSE,EQ,NSE,1,0.05
2080257,654MH27-SG,""SDL MH 6.54% 2027"",NSE,EQ,NSE,1,0.05
5614593,654MH30-SG,""SDL MH 6.54% 2030"",NSE,EQ,NSE,1,0.05
5708033,654MP35-SG,""SDL MP 6.54% 2035"",NSE,EQ,NSE,1,0.05
5647105,654RJ30-SG,""SDL RJ 6.54% 2030"",NSE,EQ,NSE,1,0.05
296961,654RJ30A-SG,""SDL RJ 6.54% 2030"",NSE,EQ,NSE,1,0.05
193754369,654TN31-SG,""SDL TN 6.54% 2031"",NSE,EQ,NSE,1,0.05
199425,654UP30-SG,""SDL UP 6.54% 2030"",NSE,EQ,NSE,1,0.05
5676289,654WB35-SG,""SDL WB 6.54% 2035"",NSE,EQ,NSE,1,0.05
5516545,655AP28-SG,""SDL AP 6.55% 2028"",NSE,EQ,NSE,1,0.05
221185,655AP33-SG,""SDL AP 6.55% 2033"",NSE,EQ,NSE,1,0.05
5707265,655AP35-SG,""SDL AP 6.55% 2035"",NSE,EQ,NSE,1,0.05
5287169,655AS30-SG,""SDL AS 6.55% 2030"",NSE,EQ,NSE,1,0.05
5746433,655AS30A-SG,""SDL AS 6.55% 2030"",NSE,EQ,NSE,1,0.05
274945,655GA30-SG,""SDL GA 6.55% 2030"",NSE,EQ,NSE,1,0.05
372225,655GA30A-SG,""SDL GA 6.55% 2030"",NSE,EQ,NSE,1,0.05
5606657,655KL30-SG,""SDL KL 6.55% 2030"",NSE,EQ,NSE,1,0.05
154881,655MH28-SG,""SDL MH 6.55% 2028"",NSE,EQ,NSE,1,0.05
5652225,655RJ30-SG,""SDL RJ 6.55% 2030"",NSE,EQ,NSE,1,0.05
5637889,655RJ50-SG,""SDL RJ 6.55% 2050"",NSE,EQ,NSE,1,0.05
5640449,655RJ55-SG,""SDL RJ 6.55% 2055"",NSE,EQ,NSE,1,0.05
5661185,655TN30-SG,""SDL TN 6.55% 2030"",NSE,EQ,NSE,1,0.05
219649,655TR30-SG,""SDL TR 6.55% 2030"",NSE,EQ,NSE,1,0.05
5677569,655WB30-SG,""SDL WB 6.55% 2030"",NSE,EQ,NSE,1,0.05
5290497,656AP31-SG,""SDL AP 6.56% 2031"",NSE,EQ,NSE,1,0.05
193025,656AS30-SG,""SDL AS 6.56% 2030"",NSE,EQ,NSE,1,0.05
3585,656KA30-SG,""SDL KA 6.56% 2030"",NSE,EQ,NSE,1,0.05
198657,656MH30-SG,""SDL MH 6.56% 2030"",NSE,EQ,NSE,1,0.05
256001,656MH32-SG,""SDL MH 6.56% 2032"",NSE,EQ,NSE,1,0.05
5611777,656MN30-SG,""SDL MN 6.56% 2030"",NSE,EQ,NSE,1,0.05
390401,656UP30-SG,""SDL UP 6.56% 2030"",NSE,EQ,NSE,1,0.05
5436161,657AP30-SG,""SDL AP 6.57% 2030"",NSE,EQ,NSE,1,0.05
316673,657GA30-SG,""SDL GA 6.57% 2030"",NSE,EQ,NSE,1,0.05
5191425,657GJ29-SG,""SDL GJ 6.57% 2029"",NSE,EQ,NSE,1,0.05
515585,657GJ31-SG,""SDL GJ 6.57% 2031"",NSE,EQ,NSE,1,0.05
1841665,657GS2033-GS,""GOI LOAN 6.57% 2033"",NSE,EQ,NSE,1,0.05
420865,657HP30-SG,""SDL HP 6.57% 2030"",NSE,EQ,NSE,1,0.05
421633,657HP30A-SG,""SDL HP 6.57% 2030"",NSE,EQ,NSE,1,0.05
5615617,657MH31-SG,""SDL MH 6.57% 2031"",NSE,EQ,NSE,1,0.05
5625601,657MP30-SG,""SDL MP 6.57% 2030"",NSE,EQ,NSE,1,0.05
5635585,657MZ35-SG,""SDL MZ 6.57% 2035"",NSE,EQ,NSE,1,0.05
5646337,657RJ30-SG,""SDL RJ 6.57% 2030"",NSE,EQ,NSE,1,0.05
483841,657TN31-SG,""SDL TN 6.57% 2031"",NSE,EQ,NSE,1,0.05
5191681,658AP30-SG,""SDL AP 6.58% 2030"",NSE,EQ,NSE,1,0.05
5273089,658GA30-SG,""SDL GA 6.58% 2030"",NSE,EQ,NSE,1,0.05
421377,658GA30A-SG,""SDL GA 6.58% 2030"",NSE,EQ,NSE,1,0.05
468481,658GA31-SG,""SDL GA 6.58% 2031"",NSE,EQ,NSE,1,0.05
783617,658GJ27-SG,""SDL GJ 6.58% 2027"",NSE,EQ,NSE,1,0.05
194090753,658IRFC30-N0,"",NSE,EQ,NSE,1,0.05
5677825,658JK30-SG,""SDL JK 6.58% 2030"",NSE,EQ,NSE,1,0.05
5193729,658KA30-SG,""SDL KA 6.58% 2030"",NSE,EQ,NSE,1,0.05
5618689,658MP35-SG,""SDL MP 6.58% 2035"",NSE,EQ,NSE,1,0.05
5644801,658RJ30-SG,""SDL RJ 6.58% 2030"",NSE,EQ,NSE,1,0.05
317185,658UP30-SG,""SDL UP 6.58% 2030"",NSE,EQ,NSE,1,0.05
1528577,659CG28-SG,""SDL CG 6.59% 2028"",NSE,EQ,NSE,1,0.05
275713,659HR30-SG,""SDL HR 6.59% 2030"",NSE,EQ,NSE,1,0.05
193907457,659PFCL30-N0,"",NSE,EQ,NSE,1,0.05
5650689,659RJ30-SG,""SDL RJ 6.59% 2030"",NSE,EQ,NSE,1,0.05
317697,659RJ30A-SG,""SDL RJ 6.59% 2030"",NSE,EQ,NSE,1,0.05
470017,659RJ31-SG,""SDL RJ 6.59% 2031"",NSE,EQ,NSE,1,0.05
255233,659UP30-SG,""SDL UP 6.59% 2030"",NSE,EQ,NSE,1,0.05
5287425,65AP30-SG,""SDL AP 6.5% 2030"",NSE,EQ,NSE,1,0.05
5707521,65AP38-SG,""SDL AP 6.5% 2038"",NSE,EQ,NSE,1,0.05
5698817,65GA30-SG,""SDL GA 6.5% 2030"",NSE,EQ,NSE,1,0.05
5726465,65GA30A-SG,""SDL GA 6.5% 2030"",NSE,EQ,NSE,1,0.05
275201,65GJ30-SG,""SDL GJ 6.5% 2030"",NSE,EQ,NSE,1,0.05
315649,65GJ30A-SG,""SDL GJ 6.5% 2030"",NSE,EQ,NSE,1,0.05
5726209,65KA30-SG,""SDL KA 6.5% 2030"",NSE,EQ,NSE,1,0.05
314113,65KA30A-SG,""SDL KA 6.5% 2030"",NSE,EQ,NSE,1,0.05
5608705,65KL27-SG,""SDL KL 6.5% 2027"",NSE,EQ,NSE,1,0.05
253697,65NL30-SG,""SDL NL 6.5% 2030"",NSE,EQ,NSE,1,0.05
5727233,65RJ30-SG,""SDL RJ 6.5% 2030"",NSE,EQ,NSE,1,0.05
5707009,65RJ50-SG,""SDL RJ 6.5% 2050"",NSE,EQ,NSE,1,0.05
5727745,65TN30-SG,""SDL TN 6.5% 2030"",NSE,EQ,NSE,1,0.05
5652737,65UP30-SG,""SDL UP 6.5% 2030"",NSE,EQ,NSE,1,0.05
5676545,65WB30-SG,""SDL WB 6.5% 2030"",NSE,EQ,NSE,1,0.05
5716993,660AP39-SG,""SDL AP 6.60% 2039"",NSE,EQ,NSE,1,0.05
5717249,660AP40-SG,""SDL AP 6.60% 2040"",NSE,EQ,NSE,1,0.05
193939713,660RECL27-N0,"",NSE,EQ,NSE,1,0.05
193797121,660TN35-SG,""SDL TN 6.60% 2035"",NSE,EQ,NSE,1,0.05
5681921,660TS30-SG,""SDL TS 6.60% 2030"",NSE,EQ,NSE,1,0.05
193894145,661AP34-SG,""SDL AP 6.61% 2034"",NSE,EQ,NSE,1,0.05
193754881,661GJ32-SG,""SDL GJ 6.61% 2032"",NSE,EQ,NSE,1,0.05
151809,661KA30-SG,""SDL KA 6.61% 2030"",NSE,EQ,NSE,1,0.05
497665,661KA33-SG,""SDL KA 6.61% 2033"",NSE,EQ,NSE,1,0.05
5748225,661KA35-SG,""SDL KA 6.61% 2035"",NSE,EQ,NSE,1,0.05
5718529,661MP35-SG,""SDL MP 6.61% 2035"",NSE,EQ,NSE,1,0.05
499969,661MP37-SG,""SDL MP 6.61% 2037"",NSE,EQ,NSE,1,0.05
193732353,661PFCL28-N0,"",NSE,EQ,NSE,1,0.05
277249,661RJ30-SG,""SDL RJ 6.61% 2030"",NSE,EQ,NSE,1,0.05
485377,661RJ31-SG,""SDL RJ 6.61% 2031"",NSE,EQ,NSE,1,0.05
516097,661RJ31A-SG,""SDL RJ 6.61% 2031"",NSE,EQ,NSE,1,0.05
516353,661TS51-SG,""SDL TS 6.61% 2051"",NSE,EQ,NSE,1,0.05
484097,661UP31-SG,""SDL UP 6.61% 2031"",NSE,EQ,NSE,1,0.05
498433,661WB36-SG,""SDL WB 6.61% 2036"",NSE,EQ,NSE,1,0.05
364801,662AS30-SG,""SDL AS 6.62% 2030"",NSE,EQ,NSE,1,0.05
1616641,662CG28-SG,""SDL CG 6.62% 2028"",NSE,EQ,NSE,1,0.05
496385,662GA31-SG,""SDL GA 6.62% 2031"",NSE,EQ,NSE,1,0.05
1841409,662GS2051-GS,""GOI LOAN 6.62% 2051"",NSE,EQ,NSE,1,0.05
516865,662HR41-SG,""SDL HR 6.62% 2041"",NSE,EQ,NSE,1,0.05
194817,662JH30-SG,""SDL JH 6.62% 2030"",NSE,EQ,NSE,1,0.05
5678081,662JK30-SG,""SDL JK 6.62% 2030"",NSE,EQ,NSE,1,0.05
200193,662KA32-SG,""SDL KA 6.62% 2032"",NSE,EQ,NSE,1,0.05
443649,662KA32A-SG,""SDL KA 6.62% 2032"",NSE,EQ,NSE,1,0.05
365569,662NL30-SG,""SDL NL 6.62% 2030"",NSE,EQ,NSE,1,0.05
1765121,662PY28-SG,""SDL PY 6.62% 2028"",NSE,EQ,NSE,1,0.05
350465,662RJ30-SG,""SDL RJ 6.62% 2030"",NSE,EQ,NSE,1,0.05
517121,662RJ41-SG,""SDL RJ 6.62% 2041"",NSE,EQ,NSE,1,0.05
501505,662TS41-SG,""SDL TS 6.62% 2041"",NSE,EQ,NSE,1,0.05
157953,662UK30-SG,""SDL UK 6.62% 2030"",NSE,EQ,NSE,1,0.05
433921,662UP30-SG,""SDL UP 6.62% 2030"",NSE,EQ,NSE,1,0.05
496129,662UP31-SG,""SDL UP 6.62% 2031"",NSE,EQ,NSE,1,0.05
5719297,662WB35-SG,""SDL WB 6.62% 2035"",NSE,EQ,NSE,1,0.05
487681,663AP37-SG,""SDL AP 6.63% 2037"",NSE,EQ,NSE,1,0.05
193743105,663AS35-SG,""SDL AS 6.63% 2035"",NSE,EQ,NSE,1,0.05
193894401,663GA35-SG,""SDL GA 6.63% 2035"",NSE,EQ,NSE,1,0.05
16641,663GJ29-SG,""SDL GJ 6.63% 2029"",NSE,EQ,NSE,1,0.05
517377,663HP31-SG,""SDL HP 6.63% 2031"",NSE,EQ,NSE,1,0.05
517889,663HP33-SG,""SDL HP 6.63% 2033"",NSE,EQ,NSE,1,0.05
1617153,663HR28-SG,""SDL HR 6.63% 2028"",NSE,EQ,NSE,1,0.05
5736961,663KA30-SG,""SDL KA 6.63% 2030"",NSE,EQ,NSE,1,0.05
422657,663KA34-SG,""SDL KA 6.63% 2034"",NSE,EQ,NSE,1,0.05
5608961,663KL30-SG,""SDL KL 6.63% 2030"",NSE,EQ,NSE,1,0.05
152577,663MH30-SG,""SDL MH 6.63% 2030"",NSE,EQ,NSE,1,0.05
496641,663ML31-SG,""SDL ML 6.63% 2031"",NSE,EQ,NSE,1,0.05
469249,663MN31-SG,""SDL MN 6.63% 2031"",NSE,EQ,NSE,1,0.05
488961,663PN51-SG,""SDL PN 6.63% 2051"",NSE,EQ,NSE,1,0.05
422913,663TN35-SG,""SDL TN 6.63% 2035"",NSE,EQ,NSE,1,0.05
5658113,663TN55-SG,""SDL TN 6.63% 2055"",NSE,EQ,NSE,1,0.05
157185,663UP30-SG,""SDL UP 6.63% 2030"",NSE,EQ,NSE,1,0.05
517633,663WB31-SG,""SDL WB 6.63% 2031"",NSE,EQ,NSE,1,0.05
486913,663WB41-SG,""SDL WB 6.63% 2041"",NSE,EQ,NSE,1,0.05
477697,664AP39-SG,""SDL AP 6.64% 2039"",NSE,EQ,NSE,1,0.05
318977,664AS30-SG,""SDL AS 6.64% 2030"",NSE,EQ,NSE,1,0.05
193743617,664GJ36-SG,""SDL GJ 6.64% 2036"",NSE,EQ,NSE,1,0.05
7015681,664GS2027-GS,""GOI LOAN   6.64% 2027"",NSE,EQ,NSE,1,0.05
820225,664GS2035-GS,""GOI LOAN  6.64% 2035"",NSE,EQ,NSE,1,0.05
193800705,664HR36-SG,""SDL HR 6.64% 2036"",NSE,EQ,NSE,1,0.05
476929,664JK36-SG,""SDL JK 6.64% 2036"",NSE,EQ,NSE,1,0.05
5726721,664KA32-SG,""SDL KA 6.64% 2032"",NSE,EQ,NSE,1,0.05
193889793,664ML35-SG,""SDL ML 6.64% 2035"",NSE,EQ,NSE,1,0.05
5624577,664MP30-SG,""SDL MP 6.64% 2030"",NSE,EQ,NSE,1,0.05
486145,664MZ32-SG,""SDL MZ 6.64% 2032"",NSE,EQ,NSE,1,0.05
193731841,664PFCL30-N0,"",NSE,EQ,NSE,1,0.05
442881,664PY32-SG,""SDL PY 6.64% 2032"",NSE,EQ,NSE,1,0.05
5737473,664RJ30-SG,""SDL RJ 6.64% 2030"",NSE,EQ,NSE,1,0.05
193890049,664RJ35-SG,""SDL RJ 6.64% 2035"",NSE,EQ,NSE,1,0.05
483329,664SK31-SG,""SDL SK 6.64% 2031"",NSE,EQ,NSE,1,0.05
5678849,664TS50-SG,""SDL TS 6.64% 2050"",NSE,EQ,NSE,1,0.05
479233,664TS51-SG,""SDL TS 6.64% 2051"",NSE,EQ,NSE,1,0.05
5377,664UP30-SG,""SDL UP 6.64% 2030"",NSE,EQ,NSE,1,0.05
518145,664UP31-SG,""SDL UP 6.64% 2031"",NSE,EQ,NSE,1,0.05
193901313,665AP33-SG,""SDL AP 6.65% 2033"",NSE,EQ,NSE,1,0.05
193901569,665AP34-SG,""SDL AP 6.65% 2034"",NSE,EQ,NSE,1,0.05
445185,665AP36-SG,""SDL AP 6.65% 2036"",NSE,EQ,NSE,1,0.05
446721,665AP40-SG,""SDL AP 6.65% 2040"",NSE,EQ,NSE,1,0.05
478977,665AP41-SG,""SDL AP 6.65% 2041"",NSE,EQ,NSE,1,0.05
193743361,665GA35-SG,""SDL GA 6.65% 2035"",NSE,EQ,NSE,1,0.05
5735937,665GJ30-SG,""SDL GJ 6.65% 2030"",NSE,EQ,NSE,1,0.05
193743873,665GJ37-SG,""SDL GJ 6.65% 2037"",NSE,EQ,NSE,1,0.05
193561601,665HP32-SG,""SDL HP 6.65% 2032"",NSE,EQ,NSE,1,0.05
193778433,665IRFC30-N0,"",NSE,EQ,NSE,1,0.05
351489,665JK30-SG,""SDL JK 6.65% 2030"",NSE,EQ,NSE,1,0.05
18433,665KA30-SG,""SDL KA 6.65% 2030"",NSE,EQ,NSE,1,0.05
391937,665KA35-SG,""SDL KA 6.65% 2035"",NSE,EQ,NSE,1,0.05
155905,665ML30-SG,""SDL ML 6.65% 2030"",NSE,EQ,NSE,1,0.05
5559297,665PN50-SG,""SDL PN 6.65% 2050"",NSE,EQ,NSE,1,0.05
449793,665PN50A-SG,""SDL PN 6.65% 2050"",NSE,EQ,NSE,1,0.05
444929,665TR35-SG,""SDL TR 6.65% 2035"",NSE,EQ,NSE,1,0.05
445953,665TS40-SG,""SDL TS 6.65% 2040"",NSE,EQ,NSE,1,0.05
953857,665WB28-SG,""SDL WB 6.65% 2028"",NSE,EQ,NSE,1,0.05
5677057,665WB30-SG,""SDL WB 6.65% 2030"",NSE,EQ,NSE,1,0.05
476161,666JH34-SG,""SDL JH 6.66% 2034"",NSE,EQ,NSE,1,0.05
319489,666KA32-SG,""SDL KA 6.66% 2032"",NSE,EQ,NSE,1,0.05
1804801,666TN29-SG,""SDL TN 6.66% 2029"",NSE,EQ,NSE,1,0.05
5737729,666TN30-SG,""SDL TN 6.66% 2030"",NSE,EQ,NSE,1,0.05
193902081,666TN35-SG,""SDL TN 6.66% 2035"",NSE,EQ,NSE,1,0.05
193754625,667AP32-SG,""SDL AP 6.67% 2032"",NSE,EQ,NSE,1,0.05
1427713,667GS2035-GS,""GOI LOAN  6.67% 2035"",NSE,EQ,NSE,1,0.05
244737,667GS2050-GS,""GOI LOAN  6.67% 2050"",NSE,EQ,NSE,1,0.05
7425,667MH31-SG,""SDL MH 6.67% 2031"",NSE,EQ,NSE,1,0.05
320257,667MH32-SG,""SDL MH 6.67% 2032"",NSE,EQ,NSE,1,0.05
193915649,667NBFID30-N0,"",NSE,EQ,NSE,1,0.05
22273,667RJ30-SG,""SDL RJ 6.67% 2030"",NSE,EQ,NSE,1,0.05
5652481,667RJ50-SG,""SDL RJ 6.67% 2050"",NSE,EQ,NSE,1,0.05
5728001,667TN50-SG,""SDL TN 6.67% 2050"",NSE,EQ,NSE,1,0.05
392961,667TS50-SG,""SDL TS 6.67% 2050"",NSE,EQ,NSE,1,0.05
19457,667UK30-SG,""SDL UK 6.67% 2030"",NSE,EQ,NSE,1,0.05
5737985,667UP30-SG,""SDL UP 6.67% 2030"",NSE,EQ,NSE,1,0.05
193561857,667UP32-SG,""SDL UP 6.67% 2032"",NSE,EQ,NSE,1,0.05
352769,668AP33-SG,""SDL AP 6.68% 2033"",NSE,EQ,NSE,1,0.05
5747969,668AP35-SG,""SDL AP 6.68% 2035"",NSE,EQ,NSE,1,0.05
366593,668AP35A-SG,""SDL AP 6.68% 2035"",NSE,EQ,NSE,1,0.05
193901825,668AP35B-SG,""SDL AP 6.68% 2035"",NSE,EQ,NSE,1,0.05
5748481,668AP39-SG,""SDL AP 6.68% 2039"",NSE,EQ,NSE,1,0.05
5735681,668GA30-SG,""SDL GA 6.68% 2030"",NSE,EQ,NSE,1,0.05
193755137,668GJ33-SG,""SDL GJ 6.68% 2033"",NSE,EQ,NSE,1,0.05
1844481,668GS2031-GS,""GOI LOAN 6.68% 2031"",NSE,EQ,NSE,1,0.05
194008833,668GS2040-GS,""GOI LOAN  6.68% 2040"",NSE,EQ,NSE,1,0.05
193800961,668HR38-SG,""SDL HR 6.68% 2038"",NSE,EQ,NSE,1,0.05
5727489,668HR39-SG,""SDL HR 6.68% 2039"",NSE,EQ,NSE,1,0.05
352257,668JH32-SG,""SDL JH 6.68% 2032"",NSE,EQ,NSE,1,0.05
367873,668KA36-SG,""SDL KA 6.68% 2036"",NSE,EQ,NSE,1,0.05
366081,668MZ31-SG,""SDL MZ 6.68% 2031"",NSE,EQ,NSE,1,0.05
193737729,668RJ35-SG,""SDL RJ 6.68% 2035"",NSE,EQ,NSE,1,0.05
5666305,668TN55-SG,""SDL TN 6.68% 2055"",NSE,EQ,NSE,1,0.05
23553,668UP30-SG,""SDL UP 6.68% 2030"",NSE,EQ,NSE,1,0.05
5737217,668WB30-SG,""SDL WB 6.68% 2030"",NSE,EQ,NSE,1,0.05
392193,668WB35-SG,""SDL WB 6.68% 2035"",NSE,EQ,NSE,1,0.05
193819905,669GJ34-SG,""SDL GJ 6.69% 2034"",NSE,EQ,NSE,1,0.05
193820161,669GJ35-SG,""SDL GJ 6.69% 2035"",NSE,EQ,NSE,1,0.05
353025,669KA37-SG,""SDL KA 6.69% 2037"",NSE,EQ,NSE,1,0.05
5629953,669MP30-SG,""SDL MP 6.69% 2030"",NSE,EQ,NSE,1,0.05
151041,669PN30-SG,""SDL PN 6.69% 2030"",NSE,EQ,NSE,1,0.05
45825,669TN30-SG,""SDL TN 6.69% 2030"",NSE,EQ,NSE,1,0.05
5660929,669TN50-SG,""SDL TN 6.69% 2050"",NSE,EQ,NSE,1,0.05
423681,669TS40-SG,""SDL TS 6.69% 2040"",NSE,EQ,NSE,1,0.05
5726977,669TS50-SG,""SDL TS 6.69% 2050"",NSE,EQ,NSE,1,0.05
5656833,669UP30-SG,""SDL UP 6.69% 2030"",NSE,EQ,NSE,1,0.05
297729,66AS30-SG,""SDL AS 6.6% 2030"",NSE,EQ,NSE,1,0.05
421121,66AS30A-SG,""SDL AS 6.6% 2030"",NSE,EQ,NSE,1,0.05
5475585,66GA30-SG,""SDL GA 6.6% 2030"",NSE,EQ,NSE,1,0.05
5121,66GA30A-SG,""SDL GA 6.6% 2030"",NSE,EQ,NSE,1,0.05
5542401,66GJ29-SG,""SDL GJ 6.6% 2029"",NSE,EQ,NSE,1,0.05
312577,66HP30-SG,""SDL HP 6.6% 2030"",NSE,EQ,NSE,1,0.05
499201,66KA37-SG,""SDL KA 6.6% 2037"",NSE,EQ,NSE,1,0.05
5615873,66MH31-SG,""SDL MH 6.6% 2031"",NSE,EQ,NSE,1,0.05
391169,66ML30-SG,""SDL ML 6.6% 2030"",NSE,EQ,NSE,1,0.05
438273,66ML30A-SG,""SDL ML 6.6% 2030"",NSE,EQ,NSE,1,0.05
350209,66MN30-SG,""SDL MN 6.6% 2030"",NSE,EQ,NSE,1,0.05
5636353,66MZ30-SG,""SDL MZ 6.6% 2030"",NSE,EQ,NSE,1,0.05
298241,66PN30-SG,""SDL PN 6.6% 2030"",NSE,EQ,NSE,1,0.05
4609,66RJ30-SG,""SDL RJ 6.6% 2030"",NSE,EQ,NSE,1,0.05
156417,66RJ30A-SG,""SDL RJ 6.6% 2030"",NSE,EQ,NSE,1,0.05
364033,66RJ30B-SG,""SDL RJ 6.6% 2030"",NSE,EQ,NSE,1,0.05
439041,66RJ30C-SG,""SDL RJ 6.6% 2030"",NSE,EQ,NSE,1,0.05
277505,66SK30-SG,""SDL SK 6.6% 2030"",NSE,EQ,NSE,1,0.05
5665025,66TN29-SG,""SDL TN 6.6% 2029"",NSE,EQ,NSE,1,0.05
5660417,66TN30-SG,""SDL TN 6.6% 2030"",NSE,EQ,NSE,1,0.05
